x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.717e-01	2.302e-01	2.300e-01	5.022e-02	1.556e-02
0	1	5.614e-01	2.301e-01	2.301e-01	2.301e-01	2.301e-01
0	2	nan	2.449e-01	2.319e-01	2.311e-01	5.146e-02
0	3	nan	2.820e-01	2.391e-01	5.854e-02	5.291e-03
0	4	nan	nan	nan	4.689e-02	2.595e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	8.242e-01	2.301e-01	2.301e-01	2.301e-01	6.785e-02
1	1	nan	2.302e-01	2.302e-01	7.345e-02	5.628e-02
1	2	nan	3.829e-01	3.597e-02	3.597e-02	3.597e-02
1	3	nan	3.683e-01	7.733e-02	1.955e-02	1.393e-02
1	4	nan	nan	nan	5.730e-01	9.261e-03
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.352e-01	2.314e-01	2.314e-01	2.277e-01
2	1	nan	5.601e-01	2.311e-01	2.302e-01	6.677e-02
2	2	nan	5.600e-01	1.303e-01	8.470e-02	5.757e-02
2	3	nan	nan	6.366e-02	5.544e-02	1.914e-02
2	4	nan	nan	nan	nan	8.116e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	2.796e-01	2.347e-01
3	1	nan	nan	nan	2.301e-01	2.301e-01
3	2	nan	nan	7.729e-02	5.851e-02	3.003e-02
3	3	nan	nan	5.173e-02	2.026e-02	1.238e-02
3	4	nan	nan	nan	nan	2.343e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
