x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	4.782e-01	1.668e-01	7.205e-02	7.205e-02	2.870e-02
0	1	4.824e-01	6.094e-02	6.094e-02	5.862e-02	4.055e-02
0	2	nan	2.508e-01	2.301e-01	2.301e-01	2.301e-01
0	3	nan	nan	1.006e-01	9.803e-02	1.932e-02
0	4	nan	nan	nan	nan	1.444e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	5.614e-01	2.301e-01	4.530e-02	4.053e-02	4.053e-02
1	1	8.991e-01	2.305e-01	4.674e-02	3.661e-02	9.302e-03
1	2	nan	2.088e-01	8.565e-02	3.075e-02	1.864e-03
1	3	nan	nan	2.308e-01	1.902e-02	1.902e-02
1	4	nan	nan	nan	nan	2.116e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	3.135e-01	7.384e-02	7.384e-02	3.714e-02
2	1	nan	2.303e-01	5.481e-02	4.227e-02	2.108e-02
2	2	nan	2.321e-01	2.301e-01	2.301e-01	4.425e-02
2	3	nan	nan	2.304e-01	2.300e-01	2.870e-02
2	4	nan	nan	nan	nan	2.302e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	4.261e-01	2.315e-01	2.305e-01	2.305e-01
3	1	nan	3.313e-01	2.305e-01	2.305e-01	2.305e-01
3	2	nan	nan	nan	2.319e-01	2.303e-01
3	3	nan	nan	3.062e-01	2.304e-01	2.301e-01
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
