x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	5.605e-01	2.305e-01	2.305e-01	2.302e-01	2.301e-01
0	1	5.146e-01	2.334e-01	1.021e-01	1.155e-02	1.099e-02
0	2	3.250e-01	2.304e-01	2.301e-01	2.301e-01	2.300e-01
0	3	nan	5.603e-01	2.312e-01	2.312e-01	1.541e-01
0	4	nan	nan	nan	2.808e-01	2.562e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	7.275e-01	2.367e-01	2.309e-01	2.309e-01	2.300e-01
1	1	6.210e-01	2.339e-01	2.339e-01	2.339e-01	2.300e-01
1	2	nan	2.300e-01	2.300e-01	7.521e-02	1.645e-02
1	3	nan	2.315e-01	2.315e-01	1.650e-01	1.879e-02
1	4	nan	nan	nan	4.509e-02	1.201e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	2.321e-01	2.304e-01	2.302e-01
2	1	nan	2.678e-01	2.345e-01	2.301e-01	2.301e-01
2	2	nan	2.646e-01	2.331e-01	2.302e-01	2.300e-01
2	3	nan	2.405e-01	2.314e-01	2.305e-01	2.305e-01
2	4	nan	nan	nan	nan	1.559e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	2.411e-01	2.411e-01	2.301e-01
3	2	nan	nan	2.305e-01	2.304e-01	2.304e-01
3	3	nan	nan	2.408e-01	2.303e-01	2.303e-01
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
