x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.809e-01	2.424e-01	9.221e-02	5.029e-02	5.029e-02
0	1	5.604e-01	9.074e-02	3.738e-02	1.127e-02	3.376e-03
0	2	nan	nan	5.602e-01	2.301e-01	2.301e-01
0	3	nan	nan	2.301e-01	2.301e-01	2.301e-01
0	4	nan	nan	nan	nan	2.310e-01
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	2.546e-01	1.568e-01	8.288e-02	5.866e-02
1	1	nan	2.303e-01	2.303e-01	2.246e-02	2.208e-02
1	2	nan	nan	2.441e-01	1.049e-01	9.311e-02
1	3	nan	nan	2.310e-01	6.004e-02	6.004e-02
1	4	nan	nan	nan	nan	2.311e-01
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.326e-01	2.326e-01	2.326e-01	2.326e-01
2	1	nan	2.511e-01	2.300e-01	2.300e-01	2.300e-01
2	2	nan	nan	2.727e-01	2.619e-01	2.302e-01
2	3	nan	nan	2.330e-01	2.306e-01	2.303e-01
2	4	nan	nan	nan	nan	2.301e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	5.616e-01	2.422e-01	2.300e-01
3	3	nan	nan	5.601e-01	2.301e-01	2.301e-01
3	4	nan	nan	nan	nan	2.403e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
