x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	3.721e-01	2.302e-01	2.302e-01	2.302e-01	6.507e-02
0	1	5.352e-01	2.312e-01	2.312e-01	4.240e-02	2.080e-02
0	2	nan	2.315e-01	2.300e-01	2.300e-01	2.300e-01
0	3	nan	nan	1.353e-01	2.663e-02	7.417e-03
0	4	nan	nan	nan	1.310e-01	2.207e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	5.635e-01	2.423e-01	2.355e-01	2.304e-01	2.300e-01
1	1	6.592e-01	2.319e-01	2.318e-01	1.676e-03	1.676e-03
1	2	nan	2.474e-01	2.312e-01	1.118e-01	1.834e-02
1	3	nan	nan	9.852e-02	5.283e-02	1.301e-02
1	4	nan	nan	nan	1.249e-01	1.249e-01
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	4.474e-01	2.338e-01	9.955e-02	9.509e-02
2	1	nan	2.360e-01	5.131e-02	4.321e-03	4.321e-03
2	2	nan	2.471e-01	9.918e-02	3.340e-02	1.187e-02
2	3	nan	nan	4.052e-02	3.725e-03	3.725e-03
2	4	nan	nan	nan	4.872e-01	1.177e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	3.805e-01	3.019e-01	2.879e-01	9.382e-02
3	1	nan	2.633e-01	2.336e-01	2.320e-01	2.871e-02
3	2	nan	5.624e-01	5.675e-02	5.675e-02	1.817e-02
3	3	nan	nan	2.676e-01	4.579e-03	4.579e-03
3	4	nan	nan	nan	nan	5.327e-02
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
