x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	4.334e-01	2.304e-01	9.897e-02	9.286e-02	9.286e-02
0	1	4.714e-01	2.301e-01	2.301e-01	1.008e-01	4.368e-02
0	2	6.596e-01	5.600e-01	2.315e-01	8.672e-02	5.292e-02
0	3	nan	2.165e-01	6.270e-02	1.146e-02	1.146e-02
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	5.755e-01	3.523e-01	2.398e-01	2.345e-01	2.303e-01
1	1	nan	2.317e-01	2.301e-01	2.301e-01	1.023e-02
1	2	nan	2.312e-01	1.016e-01	5.725e-02	3.116e-02
1	3	nan	5.782e-02	5.782e-02	5.782e-02	5.782e-02
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	3.274e-01	2.407e-01	2.309e-01	2.309e-01
2	1	nan	2.367e-01	2.121e-01	1.766e-01	3.730e-02
2	2	nan	8.360e-02	8.360e-02	5.812e-02	2.037e-02
2	3	nan	1.288e-01	6.863e-02	2.430e-02	1.197e-02
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	4.353e-01	3.746e-01	2.439e-01	2.335e-01
3	1	nan	2.657e-01	2.331e-01	2.315e-01	2.307e-01
3	2	nan	nan	nan	2.323e-01	8.634e-02
3	3	nan	nan	nan	nan	2.300e-01
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
