x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	5.603e-01	2.726e-01	1.709e-01	4.208e-02	1.075e-02
0	4	2.881e-01	5.054e-02	1.366e-02	6.978e-03	6.978e-03
0	5	nan	2.625e-01	2.301e-01	2.300e-01	1.149e-02
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	5.606e-01	2.346e-01	8.750e-02	8.750e-02	9.861e-03
1	4	5.013e-01	2.333e-01	1.241e-01	2.167e-02	2.682e-03
1	5	8.106e-01	2.940e-01	2.307e-01	1.342e-01	1.943e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	2.427e-01	2.349e-01	3.841e-02	3.841e-02
2	4	5.948e-01	2.334e-01	2.334e-01	9.132e-02	3.102e-03
2	5	nan	3.335e-01	1.509e-01	7.266e-02	1.435e-02
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	5.620e-01	4.182e-02	4.168e-02
3	4	nan	4.705e-01	2.301e-01	1.255e-01	4.499e-02
3	5	nan	nan	1.310e-01	5.160e-02	3.937e-02
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
