x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	5.780e-01	6.459e-02	6.459e-02	6.142e-02	9.607e-04
0	4	5.613e-01	2.332e-02	2.925e-03	2.925e-03	2.925e-03
0	5	nan	5.601e-01	2.305e-01	3.636e-02	3.301e-02
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	6.156e-01	2.305e-01	2.300e-01	4.039e-02	8.607e-03
1	4	4.158e-01	2.302e-01	2.301e-01	2.746e-02	1.427e-02
1	5	nan	2.646e-01	3.199e-02	2.542e-02	1.786e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	6.690e-01	2.351e-01	2.314e-01	2.303e-01	2.082e-02
2	4	5.952e-01	2.715e-01	2.301e-01	7.246e-02	1.006e-02
2	5	nan	5.600e-01	5.587e-02	3.530e-02	3.408e-02
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	1.077e-01
3	4	nan	2.656e-01	2.320e-01	2.320e-01	1.875e-02
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
