x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	3.342e-01	2.322e-01	2.300e-01	8.569e-03	6.696e-03
0	4	4.204e-01	2.302e-01	6.036e-02	6.036e-02	1.954e-02
0	5	8.053e-01	2.301e-01	2.301e-01	2.301e-01	1.309e-01
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	5.622e-01	2.326e-01	2.309e-01	2.770e-02	5.603e-03
1	4	2.305e-01	2.305e-01	2.303e-01	1.512e-02	6.065e-04
1	5	nan	2.455e-01	2.304e-01	2.304e-01	2.304e-01
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	2.305e-01	2.304e-01	1.151e-01	9.060e-03
2	4	7.038e-01	2.417e-01	2.417e-01	2.304e-01	5.412e-03
2	5	nan	2.368e-01	2.306e-01	2.306e-01	2.306e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	2.300e-01	2.300e-01
3	4	nan	nan	2.420e-01	2.302e-01	5.979e-02
3	5	nan	nan	nan	2.310e-01	2.302e-01
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
