x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	5.606e-01	2.300e-01	2.300e-01	2.300e-01	2.300e-01
0	4	4.760e-01	2.300e-01	2.300e-01	2.330e-02	1.722e-02
0	5	nan	2.319e-01	2.300e-01	1.566e-01	1.425e-02
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	5.618e-01	2.317e-01	2.303e-01	2.300e-01	5.378e-02
1	4	5.715e-01	2.321e-01	2.315e-01	4.907e-02	2.052e-02
1	5	nan	2.374e-01	2.302e-01	2.302e-01	2.149e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	2.371e-01	2.301e-01	2.301e-01	2.301e-01
2	4	6.563e-01	2.304e-01	2.302e-01	2.300e-01	2.300e-01
2	5	nan	2.452e-01	2.304e-01	2.304e-01	4.679e-02
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	2.342e-01	2.302e-01	2.301e-01
3	4	nan	2.412e-01	2.313e-01	2.303e-01	2.303e-01
3	5	nan	nan	2.330e-01	2.310e-01	2.303e-01
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
