x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	6.275e-01	2.292e-01	1.590e-01	9.844e-02	1.266e-03
0	2	4.715e-01	4.203e-02	4.203e-02	4.203e-02	4.203e-02
0	3	8.312e-02	8.312e-02	2.876e-02	1.041e-02	1.041e-02
0	4	nan	2.279e-01	1.007e-01	1.007e-01	1.007e-01
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	6.518e-01	1.993e-01	8.783e-02	7.489e-02	7.489e-02
1	2	6.571e-01	2.194e-01	3.326e-02	3.326e-02	2.038e-02
1	3	6.221e-01	1.236e-01	6.416e-02	1.700e-02	7.550e-03
1	4	nan	3.207e-01	7.637e-02	3.302e-02	1.479e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	5.001e-01	1.697e-02	1.697e-02	1.697e-02
2	2	6.725e-01	1.095e-01	1.004e-01	1.004e-01	3.367e-02
2	3	nan	2.272e-01	1.104e-01	1.184e-02	1.184e-02
2	4	nan	nan	1.201e-01	9.868e-02	9.868e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	1.789e-01	1.598e-02
3	2	nan	nan	2.551e-01	1.002e-01	1.029e-02
3	3	nan	nan	2.495e-01	7.154e-03	5.003e-03
3	4	nan	nan	nan	nan	9.110e-03
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
