x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	3.326e-01
0	1	3.527e-01	1.253e-01	1.006e-01	1.006e-01	2.722e-02
0	2	3.493e-01	5.262e-02	2.269e-02	2.164e-02	2.468e-03
0	3	6.578e-01	1.759e-01	1.152e-02	1.152e-02	8.324e-03
0	4	nan	4.426e-02	3.529e-02	3.529e-02	3.529e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	2.499e-01
1	1	6.593e-01	2.371e-01	1.935e-01	2.974e-02	2.974e-02
1	2	6.526e-01	7.115e-02	3.113e-02	3.869e-03	3.869e-03
1	3	6.900e-01	1.702e-02	1.702e-02	1.702e-02	1.702e-02
1	4	nan	2.292e-01	8.966e-02	4.038e-02	5.712e-03
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	3.205e-01
2	1	nan	2.606e-01	1.211e-01	2.514e-02	2.514e-02
2	2	8.064e-01	6.955e-02	6.955e-02	5.565e-02	9.024e-03
2	3	nan	9.881e-02	6.309e-02	6.182e-02	5.788e-02
2	4	nan	nan	9.804e-02	7.108e-02	7.108e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	4.574e-01
3	1	nan	nan	nan	2.386e-01	1.158e-01
3	2	nan	4.764e-01	1.294e-01	1.294e-01	7.069e-02
3	3	nan	3.795e-01	1.828e-01	8.290e-02	9.210e-03
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
