x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	3.634e-01	2.422e-01	2.297e-01	9.497e-02	1.075e-02
0	2	2.903e-01	1.113e-01	1.113e-01	1.860e-02	7.548e-04
0	3	4.826e-01	3.589e-02	3.589e-02	3.589e-02	3.589e-02
0	4	nan	1.057e-01	1.024e-01	7.452e-02	3.412e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	6.566e-01	6.591e-02	6.591e-02	5.201e-02	8.511e-03
1	2	5.268e-01	1.342e-01	4.963e-02	4.857e-02	1.813e-02
1	3	6.514e-01	1.228e-01	3.592e-02	3.592e-02	3.349e-02
1	4	nan	1.319e-01	3.502e-02	3.502e-02	8.716e-03
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	2.401e-01	9.397e-02	6.050e-02	2.828e-02
2	2	nan	1.540e-01	1.192e-02	1.192e-02	1.192e-02
2	3	nan	3.334e-02	3.334e-02	5.968e-03	5.234e-03
2	4	nan	1.272e-01	1.272e-01	1.046e-01	4.270e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	5.020e-02	5.020e-02	5.020e-02
3	3	nan	nan	4.756e-02	2.563e-02	4.978e-03
3	4	nan	nan	6.332e-02	6.332e-02	3.544e-03
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
