x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	2.220e-01
0	1	6.621e-01	2.289e-01	1.040e-01	1.040e-01	1.040e-01
0	2	2.316e-01	1.315e-01	4.298e-02	3.248e-02	2.978e-02
0	3	5.906e-01	1.615e-01	4.424e-02	1.522e-02	8.763e-03
0	4	6.725e-01	8.849e-02	2.947e-02	5.638e-03	5.638e-03
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	1.786e-01
1	1	nan	3.283e-01	2.275e-01	8.558e-02	8.558e-02
1	2	5.846e-01	1.754e-01	1.754e-01	9.315e-02	4.940e-02
1	3	6.676e-01	1.022e-01	1.473e-02	1.473e-02	1.473e-02
1	4	nan	1.220e-01	8.705e-02	5.005e-02	3.172e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	1.427e-01
2	1	nan	1.550e-01	1.550e-01	1.283e-01	3.655e-02
2	2	6.626e-01	1.349e-01	5.817e-02	4.748e-02	2.538e-02
2	3	6.936e-01	7.967e-02	4.547e-02	2.879e-02	2.879e-02
2	4	nan	2.401e-01	6.272e-02	6.272e-02	6.272e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	2.396e-01
3	2	nan	2.121e-01	2.369e-02	2.369e-02	2.369e-02
3	3	nan	1.661e-01	9.572e-02	7.315e-02	3.270e-02
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
