x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	9.490e-02	9.490e-02
0	1	6.616e-01	1.239e-01	1.239e-01	9.216e-02	3.761e-02
0	2	3.770e-01	6.986e-02	6.065e-02	4.292e-02	1.070e-02
0	3	5.736e-01	3.141e-02	3.141e-02	1.974e-02	1.974e-02
0	4	nan	2.326e-01	2.326e-01	1.172e-01	1.172e-01
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	1.099e-01	5.565e-02
1	1	6.531e-01	2.353e-01	1.775e-01	1.017e-01	4.537e-02
1	2	6.490e-01	4.947e-02	2.780e-02	2.780e-02	2.780e-02
1	3	3.876e-01	1.897e-01	7.733e-02	4.287e-02	4.287e-02
1	4	nan	2.303e-01	2.303e-01	1.262e-01	2.803e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	2.539e-01	1.381e-01
2	1	nan	2.376e-01	2.376e-01	1.038e-01	9.592e-02
2	2	nan	2.317e-01	2.297e-01	2.294e-01	1.194e-01
2	3	6.509e-01	2.569e-01	1.408e-01	1.408e-01	9.795e-02
2	4	nan	nan	2.308e-01	1.090e-01	9.896e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	2.273e-01
3	1	nan	nan	nan	nan	1.972e-01
3	2	nan	nan	nan	nan	1.243e-02
3	3	nan	nan	nan	nan	2.989e-02
3	4	nan	nan	1.287e-01	1.217e-01	5.169e-02
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
