x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	4.759e-01	7.364e-02
0	1	5.077e-01	4.808e-02	4.808e-02	4.808e-02	2.688e-02
0	2	5.468e-01	4.832e-02	1.570e-02	1.570e-02	1.570e-02
0	3	5.293e-01	8.436e-02	3.879e-02	7.801e-03	5.371e-03
0	4	6.566e-01	7.647e-02	5.935e-02	5.784e-02	3.769e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	2.297e-01
1	1	nan	1.252e-01	7.179e-02	6.144e-02	3.161e-02
1	2	6.530e-01	9.957e-02	4.171e-02	4.171e-02	1.751e-02
1	3	6.783e-01	2.272e-01	1.415e-01	1.009e-01	9.208e-02
1	4	nan	8.170e-02	8.170e-02	3.271e-02	1.969e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	2.297e-01
2	1	nan	2.269e-01	2.269e-01	2.269e-01	9.412e-02
2	2	6.604e-01	1.163e-01	4.289e-02	4.289e-02	4.289e-02
2	3	nan	1.579e-01	1.855e-02	1.855e-02	7.597e-03
2	4	nan	1.016e-01	2.089e-02	2.089e-02	2.394e-03
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	2.292e-01
3	1	nan	nan	2.207e-01	2.207e-01	1.887e-02
3	2	nan	nan	1.971e-01	1.971e-01	1.537e-01
3	3	nan	nan	nan	1.712e-01	7.857e-02
3	4	nan	4.401e-01	1.022e-01	5.372e-03	5.372e-03
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
